Source,Target,Type,Id,Label,Weight
84,1075,Directed,260,,0.000919
84,1076,Directed,261,,0.003405
84,1077,Directed,262,,0.000543
84,1078,Directed,263,,0.001168
84,1079,Directed,264,,0.001247
84,1080,Directed,265,,0.001151
84,1081,Directed,266,,0.001174
84,1082,Directed,267,,0.001454
84,1083,Directed,268,,0.000587
84,1084,Directed,269,,0.000112
84,1085,Directed,270,,0.011656
84,1086,Directed,271,,0.000226
84,1087,Directed,272,,0.001057
84,1088,Directed,273,,0.058707
84,1089,Directed,274,,0.058697
84,1090,Directed,275,,0.00496
84,1091,Directed,276,,0.00337
84,1092,Directed,277,,0.000244
84,1093,Directed,278,,0.001053
84,1094,Directed,279,,0.004659
84,1095,Directed,280,,0.00587
84,1096,Directed,281,,0.056283
84,1097,Directed,282,,0.00041
84,1098,Directed,283,,0.000586
84,1099,Directed,284,,0.002931
84,1100,Directed,285,,0.001228
84,1101,Directed,286,,0.0001
84,1102,Directed,287,,0.003492
84,1103,Directed,288,,0.002152
84,1104,Directed,289,,0.000228
84,1105,Directed,290,,0.001
84,1106,Directed,291,,0.000429
84,1107,Directed,292,,0.002932
84,1108,Directed,293,,0.000586
84,1109,Directed,294,,0.000773
84,1110,Directed,295,,0.000176
84,1311,Directed,296,,0.02346
84,1312,Directed,297,,0.011732
84,1313,Directed,298,,0.002347
84,1314,Directed,299,,0.00058
84,1315,Directed,300,,0.000553
84,1316,Directed,301,,0.004743
84,1317,Directed,302,,0.000547
84,1318,Directed,303,,0.005829
84,1319,Directed,304,,0.000298
84,1320,Directed,305,,0.001756
84,1321,Directed,306,,0.000328
84,1322,Directed,307,,0.00034
84,1323,Directed,308,,0.000695
84,1324,Directed,309,,0.00587
84,1325,Directed,310,,0.000585
84,1326,Directed,311,,0.000223
84,1327,Directed,312,,0.01174
84,1328,Directed,313,,0.000475
95,417,Directed,314,,0.000587
105,107,Directed,316,,0.000625
105,108,Directed,317,,0.000625
105,105,Directed,318,,0.683792
105,526,Directed,321,,0.000625
105,527,Directed,322,,0.000625
105,693,Directed,324,,0.000625
105,694,Directed,325,,0.000625
105,1281,Directed,328,,0.000625
105,1298,Directed,330,,0.000625
109,110,Directed,331,,0.000003
109,109,Directed,333,,0.002666
111,112,Directed,334,,0.003111
113,113,Directed,336,,0.000005
113,115,Directed,337,,0.000005
113,116,Directed,338,,0.009996
117,118,Directed,339,,0.139143
118,120,Directed,340,,4
118,118,Directed,341,,0.004556
118,396,Directed,342,,0.451506
118,746,Directed,343,,0.005011
119,118,Directed,344,,0.008642
120,765,Directed,345,,4
120,120,Directed,346,,0.001466
121,121,Directed,347,,0.807067
121,122,Directed,348,,0.003445
121,123,Directed,349,,0.006109
121,124,Directed,350,,0.001164
121,125,Directed,351,,0.001245
121,126,Directed,352,,0.00016
121,127,Directed,353,,0.002994
121,410,Directed,354,,0.00177
121,411,Directed,355,,0.000146
121,412,Directed,356,,0.000327
121,413,Directed,357,,0.001469
121,414,Directed,358,,0.004068
121,415,Directed,359,,0.01414
121,539,Directed,360,,0.016005
121,540,Directed,361,,0.005774
121,541,Directed,362,,0.015266
121,750,Directed,363,,0.001869
121,751,Directed,364,,0.003442
121,752,Directed,365,,0.000646
121,753,Directed,366,,0.014194
121,761,Directed,367,,0.002506
121,762,Directed,368,,0.003788
121,763,Directed,369,,0.001716
121,764,Directed,370,,0.001104
121,766,Directed,371,,0.003516
121,767,Directed,372,,0.004916
121,768,Directed,373,,0.003163
121,769,Directed,374,,0.000223
121,770,Directed,375,,0.001697
121,1001,Directed,376,,0.000049
121,1002,Directed,377,,0.002543
121,1003,Directed,378,,0.000555
121,1004,Directed,379,,0.002698
121,1005,Directed,380,,0.000351
121,1006,Directed,381,,0.001178
121,1007,Directed,382,,0.001728
121,1008,Directed,383,,0.003122
121,1009,Directed,384,,0.005013
121,1010,Directed,385,,0.000228
121,1011,Directed,386,,0.00328
121,1012,Directed,387,,0.001705
121,1013,Directed,388,,0.001176
121,1015,Directed,389,,0.00125
121,1016,Directed,390,,0.000262
121,1017,Directed,391,,0.001881
121,1308,Directed,392,,0.003362
121,1309,Directed,393,,0.001978
124,668,Directed,394,,0.001108
128,128,Directed,395,,0.006837
128,129,Directed,396,,0.000005
128,130,Directed,397,,0.000005
128,131,Directed,398,,0.000005
128,132,Directed,399,,0.000005
128,133,Directed,400,,0.000005
135,136,Directed,402,,0.064006
135,137,Directed,403,,0.000426
135,138,Directed,404,,0.00029
136,406,Directed,405,,0.00042
136,407,Directed,406,,0.063565
139,140,Directed,407,,0.450532
139,141,Directed,408,,0.005869
142,143,Directed,409,,0.000023
142,144,Directed,410,,0.000551
144,145,Directed,411,,0.000528
146,147,Directed,412,,0.006796
146,146,Directed,413,,0.248501
148,149,Directed,414,,0.000632
148,150,Directed,415,,0.000008
148,148,Directed,417,,0.00004
149,152,Directed,418,,0.000608
149,149,Directed,419,,2.995907
153,154,Directed,420,,0.000334
153,155,Directed,421,,0.00048
153,153,Directed,422,,0.393343
153,171,Directed,423,,0.004444
153,172,Directed,424,,0.00468
153,173,Directed,425,,0.002027
153,174,Directed,426,,0.001989
153,195,Directed,427,,0.00198
153,482,Directed,428,,0.003565
153,483,Directed,429,,0.046948
153,484,Directed,430,,0.001863
153,485,Directed,431,,0.005159
153,486,Directed,432,,0.002334
153,487,Directed,433,,0.007629
153,488,Directed,434,,0.004095
153,489,Directed,435,,0.013737
153,554,Directed,436,,0.000103
153,1376,Directed,437,,0.000245
153,1377,Directed,438,,0.002192
153,1400,Directed,439,,0.001
156,157,Directed,440,,0.00144
158,159,Directed,441,,0.253279
158,160,Directed,442,,8.839796
161,162,Directed,443,,0.000704
161,163,Directed,444,,0.010423
164,165,Directed,445,,0.663456
164,164,Directed,446,,82.213916
165,186,Directed,448,,1.05
165,165,Directed,449,,1.208953
167,165,Directed,450,,0.663556
167,167,Directed,451,,86.576842
169,170,Directed,453,,0.000006
169,169,Directed,454,,0.725848
169,304,Directed,455,,0.000293
169,918,Directed,456,,0.002691
175,176,Directed,457,,0.000303
175,177,Directed,458,,0.000598
178,179,Directed,459,,0.000016
180,181,Directed,460,,0.002463
180,182,Directed,461,,0.002443
180,183,Directed,462,,0.001
180,184,Directed,463,,0.001053
180,185,Directed,464,,0.000587
180,180,Directed,465,,0.009746
187,187,Directed,466,,0.693736
187,188,Directed,467,,0.000941
187,189,Directed,468,,0.000057
187,466,Directed,469,,0.001021
187,508,Directed,470,,0.000142
187,509,Directed,471,,0.000097
187,570,Directed,472,,0.002589
187,571,Directed,473,,0.001055
187,572,Directed,474,,0.00101
187,779,Directed,475,,0.002264
187,1343,Directed,476,,0.001173
187,1344,Directed,477,,0.00116
187,1373,Directed,478,,0.003877
187,1374,Directed,479,,0.003483
187,1375,Directed,480,,0.000453
187,1476,Directed,481,,0.011653
187,1477,Directed,482,,0.002727
187,1478,Directed,483,,0.002347
187,1479,Directed,484,,0.002285
187,1480,Directed,485,,0.001174
190,107,Directed,487,,0.0005
190,108,Directed,488,,0.0005
190,190,Directed,489,,0.919496
190,526,Directed,491,,0.0005
190,527,Directed,492,,0.0005
190,693,Directed,494,,0.0005
190,694,Directed,495,,0.0005
190,1298,Directed,497,,0.0005
192,193,Directed,498,,0.003223
192,194,Directed,499,,0.00036
193,773,Directed,500,,0.005871
193,193,Directed,501,,0.008708
196,197,Directed,502,,0.000187
198,199,Directed,503,,0.001761
198,200,Directed,504,,0.000611
201,202,Directed,505,,0.0005
201,203,Directed,506,,0.008592
204,205,Directed,507,,0.009071
204,204,Directed,508,,0.021768
206,207,Directed,509,,0.00047
208,209,Directed,510,,0.000225
210,211,Directed,511,,0.000282
212,213,Directed,512,,0.001302
214,215,Directed,513,,0.000904
216,217,Directed,514,,0.00032
218,219,Directed,515,,0.000558
220,221,Directed,516,,0.004569
222,223,Directed,517,,0.000192
224,225,Directed,518,,0.00822
226,227,Directed,519,,0.004695
226,228,Directed,520,,0.000183
226,229,Directed,521,,0.004576
226,230,Directed,522,,0.000167
226,231,Directed,523,,0.039646
226,226,Directed,524,,15.606167
226,344,Directed,525,,0.000005
226,321,Directed,526,,0.085847
226,548,Directed,527,,0.065633
226,549,Directed,528,,0.00027
226,550,Directed,529,,0.015
226,551,Directed,530,,0.000765
226,1353,Directed,531,,0.001312
226,1354,Directed,532,,0.00157
226,1355,Directed,533,,0.016136
232,107,Directed,535,,0.0005
232,108,Directed,536,,0.0005
232,232,Directed,537,,0.176507
232,526,Directed,539,,0.0005
232,527,Directed,540,,0.0005
232,1298,Directed,542,,0.0005
234,235,Directed,543,,0.001385
236,237,Directed,544,,0.167772
236,238,Directed,545,,0.368109
239,240,Directed,546,,0.000176
239,239,Directed,547,,1.266826
239,241,Directed,548,,0.002555
239,242,Directed,549,,0.00297
239,243,Directed,550,,0.01397
239,244,Directed,551,,0.00163
239,245,Directed,552,,0.005833
239,246,Directed,553,,0.00047
239,247,Directed,554,,21.915521
239,557,Directed,555,,0.008579
239,558,Directed,556,,0.01488
239,559,Directed,557,,0.000557
239,560,Directed,558,,0.024716
239,561,Directed,559,,0.005083
239,562,Directed,560,,0.000263
239,563,Directed,561,,0.001078
239,1367,Directed,562,,0.00011
239,1368,Directed,563,,0.005138
239,1369,Directed,564,,0.00027
239,1370,Directed,565,,0.004615
239,1371,Directed,566,,0.004999
239,165,Directed,567,,2.09967
239,1372,Directed,568,,0.00097
248,249,Directed,569,,0.001301
248,250,Directed,570,,0.000765
251,252,Directed,571,,0.004435
253,254,Directed,572,,0.002935
253,253,Directed,573,,0.000415
255,256,Directed,574,,0.00468
257,258,Directed,575,,0.00521
259,260,Directed,576,,0.0052
261,262,Directed,577,,0.01068
263,264,Directed,578,,0.00525
265,266,Directed,579,,0.00524
267,268,Directed,580,,0.00519
269,270,Directed,581,,0.00468
271,272,Directed,582,,0.00468
273,274,Directed,583,,0.00468
275,276,Directed,584,,0.00468
277,278,Directed,585,,0.00523
279,280,Directed,586,,0.00522
281,282,Directed,587,,0.00178
281,281,Directed,588,,0.025059
283,284,Directed,589,,0.00178
283,283,Directed,590,,0.016188
283,1188,Directed,591,,0.016115
285,286,Directed,592,,0.000701
286,332,Directed,593,,0.000215
286,286,Directed,594,,0.000445
287,288,Directed,595,,0.416376
287,289,Directed,596,,8.5
295,296,Directed,597,,0.026
295,297,Directed,598,,0.00999
299,300,Directed,599,,0.008234
299,299,Directed,600,,0.522456
299,915,Directed,601,,0.005562
301,301,Directed,602,,1.475034
301,302,Directed,603,,0.0049
303,42,Directed,604,,0.025218
305,306,Directed,605,,0.002045
306,320,Directed,606,,0.002008
307,308,Directed,607,,0.000091
309,309,Directed,608,,3.646249
309,310,Directed,609,,1
309,691,Directed,610,,0.016
309,1116,Directed,611,,0.15
311,312,Directed,612,,0.000505
313,314,Directed,613,,1.122826
313,315,Directed,614,,1.226727
316,317,Directed,615,,0.0073
316,318,Directed,616,,0.752237
316,319,Directed,617,,1.417634
321,322,Directed,618,,0.000032
321,321,Directed,619,,0.085889
321,708,Directed,620,,0.000032
322,226,Directed,621,,0.000005
323,324,Directed,622,,0.000294
325,326,Directed,623,,0.17
325,325,Directed,624,,0.002606
327,328,Directed,625,,0.013
327,329,Directed,626,,0.003
330,331,Directed,627,,0.002924
333,334,Directed,628,,0.001136
333,333,Directed,629,,0.072421
333,985,Directed,630,,0.000641
333,1260,Directed,631,,0.000304
334,684,Directed,632,,0.003028
335,336,Directed,633,,1
335,335,Directed,634,,5.51036
337,338,Directed,635,,0.139861
337,339,Directed,636,,0.00118
340,341,Directed,637,,0.00169
340,342,Directed,638,,0.001103
365,366,Directed,639,,0.000556
387,388,Directed,640,,0.03015
387,387,Directed,641,,0.36563
389,390,Directed,642,,0.001174
389,389,Directed,643,,0.000531
391,392,Directed,644,,0.000341
391,393,Directed,645,,0.002607
394,395,Directed,646,,0.000118
397,118,Directed,647,,0.055744
398,399,Directed,648,,0.000421
398,398,Directed,649,,0.000781
400,401,Directed,650,,0.000057
400,402,Directed,651,,0.012693
401,403,Directed,652,,0.000057
401,404,Directed,653,,0.000318
405,118,Directed,654,,0.043904
407,757,Directed,655,,0.000427
407,758,Directed,656,,0.001251
407,759,Directed,657,,0.061142
407,760,Directed,658,,0.000714
408,409,Directed,659,,0.001879
408,408,Directed,660,,0.001164
416,118,Directed,661,,0.000965
418,419,Directed,662,,0.001681
418,160,Directed,663,,0.012943
420,421,Directed,664,,0.001177
420,422,Directed,665,,0.009856
422,467,Directed,666,,0.003515
422,468,Directed,667,,0.003265
422,542,Directed,668,,0.000585
422,422,Directed,669,,0.011337
422,777,Directed,670,,0.003422
422,1031,Directed,671,,0.000676
422,1070,Directed,672,,0.007311
423,424,Directed,673,,0.000047
425,426,Directed,674,,0.0065
425,425,Directed,675,,0.00032
469,470,Directed,676,,0.010554
471,472,Directed,677,,0.00127
473,474,Directed,678,,0.00116
475,149,Directed,679,,0.021846
475,150,Directed,680,,0.000154
477,478,Directed,682,,0.015177
479,480,Directed,683,,0.000246
479,481,Directed,684,,0.000369
479,479,Directed,685,,48.983256
479,745,Directed,686,,0.000246
479,979,Directed,687,,0.000246
479,980,Directed,688,,0.000307
484,969,Directed,689,,0.001175
484,484,Directed,690,,0.00066
484,1338,Directed,691,,0.001765
490,491,Directed,692,,0.00027
492,493,Directed,693,,0.000564
494,495,Directed,694,,0.088063
494,494,Directed,695,,0.263983
494,1342,Directed,696,,0.088021
496,497,Directed,697,,0.062009
498,499,Directed,698,,0.000015
500,501,Directed,699,,0.00027
500,500,Directed,700,,0.2697
500,1113,Directed,701,,0.000587
502,503,Directed,702,,0.007841
504,505,Directed,703,,0.003332
504,506,Directed,704,,0.003324
505,507,Directed,705,,0.003305
510,511,Directed,706,,0.000036
510,512,Directed,708,,0.000064
513,514,Directed,709,,0.003974
513,512,Directed,711,,0.000057
515,516,Directed,712,,0.000003
515,512,Directed,714,,0.000079
515,515,Directed,715,,0.000138
517,518,Directed,716,,0.000005
517,517,Directed,718,,0.004245
517,512,Directed,719,,0.000071
521,522,Directed,720,,0.006098
521,521,Directed,721,,1.354332
521,660,Directed,722,,0.004165
521,1209,Directed,723,,0.005033
523,524,Directed,724,,9.999977
529,530,Directed,725,,0.000235
529,531,Directed,726,,0.000513
531,673,Directed,727,,0.000482
532,533,Directed,728,,0.000968
532,534,Directed,729,,0.005011
532,535,Directed,730,,0.00146
532,536,Directed,731,,0.001997
532,537,Directed,732,,1.633809
532,538,Directed,733,,0.001513
543,544,Directed,734,,0.009624
543,543,Directed,735,,0.317523
543,778,Directed,736,,0.004473
543,1299,Directed,737,,0.009996
546,526,Directed,739,,0.00075
546,527,Directed,740,,0.00075
546,546,Directed,741,,1.25202
546,1298,Directed,743,,0.00075
546,108,Directed,744,,0.00075
552,553,Directed,745,,0.000455
555,556,Directed,746,,0.004569
564,565,Directed,747,,0.000235
564,564,Directed,748,,0.000604
566,567,Directed,749,,0.001144
566,568,Directed,750,,0.000428
566,569,Directed,751,,0.00088
573,574,Directed,752,,0.00082
575,576,Directed,753,,0.00062
575,577,Directed,754,,0.0018
575,578,Directed,755,,0.003693
575,579,Directed,756,,0.009893
575,580,Directed,757,,0.299507
581,582,Directed,758,,0.000991
583,584,Directed,759,,0.009
583,585,Directed,760,,0.312084
586,586,Directed,761,,53.719462
588,589,Directed,763,,0.000005
588,588,Directed,764,,0.001483
590,165,Directed,765,,0.666974
590,590,Directed,766,,88.761819
592,593,Directed,769,,0.002439
594,526,Directed,771,,0.000625
594,527,Directed,772,,0.000625
594,594,Directed,773,,1.10539
594,1298,Directed,775,,0.000625
594,108,Directed,776,,0.000625
596,597,Directed,777,,0.024392
596,598,Directed,778,,0.000064
596,599,Directed,779,,0.000034
600,601,Directed,780,,0.000336
600,602,Directed,781,,0.000406
600,603,Directed,782,,0.00041
600,604,Directed,783,,0.000428
600,605,Directed,784,,0.000762
600,600,Directed,785,,0.352159
606,607,Directed,786,,0.000714
606,608,Directed,787,,0.000397
606,609,Directed,788,,0.000782
606,610,Directed,789,,0.12845
606,611,Directed,790,,0.000564
612,613,Directed,791,,0.005077
614,615,Directed,792,,0.002558
616,165,Directed,793,,0.663274
616,616,Directed,794,,32.862441
618,619,Directed,796,,0.005644
620,621,Directed,797,,0.000014
620,622,Directed,798,,0.004392
622,620,Directed,799,,0.000003
623,624,Directed,801,,0.000254
626,627,Directed,802,,0.000003
626,512,Directed,804,,0.000081
626,626,Directed,805,,0.001578
628,629,Directed,806,,0.0198
628,630,Directed,807,,1.147666
631,632,Directed,808,,0.00468
633,634,Directed,809,,0.0009
635,636,Directed,810,,0.00577
635,637,Directed,811,,0.004404
640,641,Directed,812,,8.934244
640,37,Directed,813,,0.065331
642,640,Directed,814,,10.01
642,643,Directed,815,,4.84258
642,642,Directed,816,,37.147248
644,645,Directed,817,,0.001739
646,647,Directed,818,,0.003512
646,646,Directed,819,,6.990741
661,662,Directed,820,,0.04
661,661,Directed,821,,0.003188
663,664,Directed,822,,0.0157
665,666,Directed,823,,0.002741
667,666,Directed,824,,0.00099
670,671,Directed,825,,0.000235
670,672,Directed,826,,0.005141
674,675,Directed,827,,0.1
674,674,Directed,828,,0.00096
676,677,Directed,829,,0.07
678,679,Directed,830,,0.000315
680,681,Directed,831,,0.00543
682,683,Directed,832,,0.009347
685,686,Directed,833,,0.000571
685,687,Directed,834,,0.000628
685,688,Directed,835,,0.000929
685,689,Directed,836,,0.001972
685,690,Directed,837,,0.020943
690,1223,Directed,838,,0.000422
690,1224,Directed,839,,0.000582
690,1225,Directed,840,,0.000614
690,1226,Directed,841,,0.000785
690,1227,Directed,842,,0.018475
695,695,Directed,843,,7.562487
695,310,Directed,844,,0.389056
696,697,Directed,845,,0.000702
698,699,Directed,846,,0.002184
700,701,Directed,847,,0.007346
700,702,Directed,848,,0.019511
703,704,Directed,849,,0.001282
703,705,Directed,850,,0.000587
706,707,Directed,851,,0.006074
706,706,Directed,852,,0.758015
708,718,Directed,853,,0.000005
709,710,Directed,854,,0.001586
709,709,Directed,855,,0.000542
710,711,Directed,856,,0.001527
712,713,Directed,857,,0.512078
714,715,Directed,858,,0.000857
716,717,Directed,859,,0.000449
718,226,Directed,860,,0.000005
718,321,Directed,861,,0.085842
719,720,Directed,862,,0.5
719,719,Directed,863,,0.012844
721,722,Directed,864,,0.000194
721,721,Directed,865,,0.000084
723,724,Directed,866,,0.000273
725,726,Directed,867,,0.000164
727,728,Directed,868,,0.004699
727,727,Directed,869,,0.022487
728,1273,Directed,870,,0.004681
729,730,Directed,871,,0.015976
729,731,Directed,872,,0.000634
732,733,Directed,873,,0.003595
732,734,Directed,874,,0.000352
735,736,Directed,875,,0.001045
737,738,Directed,876,,0.550754
737,739,Directed,877,,0.296309
740,741,Directed,878,,0.000253
740,742,Directed,879,,0.000164
741,987,Directed,880,,0.0002
743,744,Directed,881,,0.000307
747,118,Directed,882,,1.005487
748,118,Directed,883,,0.113818
749,118,Directed,884,,0.009111
753,896,Directed,885,,0.014133
754,755,Directed,886,,0.030717
754,756,Directed,887,,0.001122
771,772,Directed,888,,0.000302
774,775,Directed,889,,0.01069
799,800,Directed,890,,0.000213
800,912,Directed,891,,0.065196
801,800,Directed,892,,0.025154
802,803,Directed,893,,0.005601
802,804,Directed,894,,0.009169
802,805,Directed,895,,0.008293
802,806,Directed,896,,0.006337
802,807,Directed,897,,0.01908
802,808,Directed,898,,0.00506
